,Time,Temperature,Year,hour,temp maximal,temp minimal,ET,hour1
191,2022-06-22 09:00:00,20.118003683759834,2022-06-22,09:00:00,21.73931233152112,15.74678541170849,21.337776728971548,09
192,2022-06-22 12:00:00,23.099929013941633,2022-06-22,12:00:00,21.73931233152112,15.74678541170849,23.016695160898077,12
193,2022-06-22 15:00:00,23.01585913635098,2022-06-22,15:00:00,21.73931233152112,15.74678541170849,22.969361156378206,15
194,2022-06-22 18:00:00,21.18742345978405,2022-06-22,18:00:00,21.73931233152112,15.74678541170849,21.93989394339701,18
195,2022-06-23 06:00:00,17.358524414150136,2022-06-23,06:00:00,21.64246652802801,15.713751770193342,19.67848382303577,06
196,2022-06-23 09:00:00,20.378831661656896,2022-06-23,09:00:00,21.64246652802801,15.713751770193342,21.369934113040692,09
197,2022-06-23 12:00:00,23.36239616974335,2022-06-23,12:00:00,21.64246652802801,15.713751770193342,23.040807517267076,12
198,2022-06-23 15:00:00,23.271046221954258,2022-06-23,15:00:00,21.64246652802801,15.713751770193342,22.989649180376897,15
199,2022-06-23 18:00:00,21.42611172115869,2022-06-23,18:00:00,21.64246652802801,15.713751770193342,21.95643807280273,18
200,2022-06-24 06:00:00,17.45759794776437,2022-06-24,06:00:00,21.805560088907228,15.927575921851718,19.649356765959915,06
201,2022-06-24 09:00:00,20.43518547169646,2022-06-24,09:00:00,21.805560088907228,15.927575921851718,21.30973326626347,09
202,2022-06-24 12:00:00,23.378804993228286,2022-06-24,12:00:00,21.805560088907228,15.927575921851718,22.95116836770156,12
203,2022-06-24 15:00:00,23.253444655740772,2022-06-24,15:00:00,21.805560088907228,15.927575921851718,22.881264340779953,15
204,2022-06-24 18:00:00,21.38327036051301,2022-06-24,18:00:00,21.805560088907228,15.927575921851718,21.838408865899623,18
205,2022-06-25 06:00:00,17.432854829825622,2022-06-25,06:00:00,21.966589378850745,15.989519674058148,19.80036666333748,06
206,2022-06-25 09:00:00,20.444018318197674,2022-06-25,09:00:00,21.966589378850745,15.989519674058148,21.493559147762813,09
207,2022-06-25 12:00:00,23.428973657639723,2022-06-25,12:00:00,21.966589378850745,15.989519674058148,23.172014657271188,12
208,2022-06-25 15:00:00,23.349311191518616,2022-06-25,15:00:00,21.966589378850745,15.989519674058148,23.12722004899173,15
209,2022-06-25 18:00:00,21.52534516277291,2022-06-25,18:00:00,21.966589378850745,15.989519674058148,22.10159471059836,18
210,2022-06-26 06:00:00,17.690290527007498,2022-06-26,06:00:00,21.728202804639956,15.732083976779071,19.97688166913373,06
211,2022-06-26 09:00:00,20.699239483476685,2022-06-26,09:00:00,21.728202804639956,15.732083976779071,21.67152291279877,09
212,2022-06-26 12:00:00,23.66736023188536,2022-06-26,12:00:00,21.728202804639956,15.732083976779071,23.343169693518366,12
213,2022-06-26 15:00:00,23.557078506940627,2022-06-26,15:00:00,21.728202804639956,15.732083976779071,23.28105898236387,15
214,2022-06-26 18:00:00,21.69058381996466,2022-06-26,18:00:00,21.728202804639956,15.732083976779071,22.22984843562772,18
215,2022-06-27 06:00:00,17.62834677480914,2022-06-27,06:00:00,21.678034140206716,15.75682709472511,19.81703194834391,06
216,2022-06-27 09:00:00,20.583915230390165,2022-06-27,09:00:00,21.678034140206716,15.75682709472511,21.471178494136215,09
217,2022-06-27 12:00:00,23.50633094192856,2022-06-27,12:00:00,21.678034140206716,15.75682709472511,23.10677040386922,12
218,2022-06-27 15:00:00,23.360117658334502,2022-06-27,15:00:00,21.678034140206716,15.75682709472511,23.024939039906275,15
219,2022-06-27 18:00:00,21.46872982945687,2022-06-27,18:00:00,21.678034140206716,15.75682709472511,21.966383743044947,18
220,2022-06-28 06:00:00,17.41452262323307,2022-06-28,06:00:00,21.661625316743255,15.657753561194724,19.83437949216302,06
221,2022-06-28 09:00:00,20.393008475133207,2022-06-28,09:00:00,21.661625316743255,15.657753561194724,21.512948039066043,09
